cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
1,Female,0,0,0,2,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.7,151.65,2.356666666666667,75.825
0,Female,0,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),113.65,8124.2,3.7883333333333336,112.83611111111112
1,Female,0,0,0,6,No,No phone service,DSL,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,47.95,305.1,1.5983333333333334,50.85
0,Male,0,1,1,72,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),65.1,4754.3,2.17,66.03194444444445
0,Male,0,0,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Mailed check,45.6,45.6,1.52,45.6
1,Male,1,0,0,1,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,76.45,76.45,2.5483333333333333,76.45
1,Female,0,0,0,52,Yes,Yes,Fiber optic,Yes,Yes,No,True,Yes,Yes,One year,1,Credit card (automatic),111.25,5916.45,3.7083333333333335,113.7778846153846
1,Female,0,0,0,5,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Electronic check,75.55,413.65,2.518333333333333,82.72999999999999
0,Female,0,1,1,48,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,20.0,935.9,0.6666666666666666,19.497916666666665
0,Female,0,1,0,67,Yes,Yes,DSL,Yes,Yes,Yes,False,No,Yes,One year,0,Mailed check,75.1,5064.45,2.503333333333333,75.58880597014925
1,Male,1,1,0,29,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,94.45,2653.65,3.148333333333333,91.5051724137931
0,Male,0,1,0,65,Yes,Yes,DSL,Yes,Yes,Yes,False,No,No,One year,0,Credit card (automatic),67.05,4309.55,2.235,66.30076923076923
1,Female,0,1,1,17,Yes,No,Fiber optic,No,No,Yes,True,Yes,Yes,One year,0,Bank transfer (automatic),98.6,1704.95,3.286666666666666,100.29117647058824
0,Female,0,0,0,11,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.3,246.3,0.6766666666666666,22.39090909090909
0,Female,0,1,1,52,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1078.75,0.67,20.745192307692307
0,Female,0,1,1,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Credit card (automatic),113.65,8166.8,3.7883333333333336,115.02535211267606
1,Female,0,1,0,34,Yes,Yes,DSL,Yes,Yes,No,True,No,No,Month-to-month,0,Electronic check,62.65,2274.9,2.0883333333333334,66.90882352941176
0,Male,0,0,0,3,Yes,No,DSL,No,No,No,False,No,Yes,Month-to-month,0,Mailed check,54.65,189.1,1.8216666666666663,63.03333333333333
1,Male,0,0,1,3,Yes,No,DSL,No,No,No,False,Yes,No,Month-to-month,1,Credit card (automatic),54.7,169.45,1.8233333333333333,56.48333333333333
0,Male,0,0,0,10,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Mailed check,70.15,735.5,2.3383333333333334,73.55
1,Male,1,1,0,4,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Electronic check,74.95,308.7,2.498333333333333,77.175
0,Female,0,0,0,15,Yes,No,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),83.2,1130.0,2.773333333333333,75.33333333333333
0,Female,0,0,0,3,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,24.6,86.35,0.8200000000000001,28.78333333333333
0,Female,1,1,0,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,109.1,5647.95,3.6366666666666654,108.61442307692307
0,Female,1,0,0,21,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.4,2025.1,3.18,96.43333333333332
0,Female,0,1,0,68,Yes,No,DSL,No,Yes,No,True,Yes,No,Two year,0,Bank transfer (automatic),64.1,4326.25,2.1366666666666663,63.62132352941177
0,Male,1,0,0,39,Yes,Yes,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,0,Electronic check,90.7,3413.25,3.023333333333333,87.51923076923077
0,Female,0,1,0,46,No,No phone service,DSL,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,43.95,2007.85,1.465,43.64891304347826
1,Female,0,0,0,1,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,85.0,85.0,2.833333333333333,85.0
1,Male,0,1,1,13,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Credit card (automatic),74.4,896.75,2.48,68.98076923076923
0,Male,0,1,1,72,No,No phone service,DSL,Yes,Yes,Yes,True,No,No,Two year,0,Credit card (automatic),45.25,3139.8,1.5083333333333333,43.60833333333333
1,Female,1,1,0,38,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Bank transfer (automatic),74.95,2869.85,2.498333333333333,75.52236842105263
0,Male,0,1,0,64,Yes,Yes,DSL,No,Yes,No,True,No,Yes,One year,1,Mailed check,70.15,4480.7,2.3383333333333334,70.0109375
0,Female,1,0,0,13,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,96.85,1235.55,3.228333333333333,95.04230769230767
0,Male,0,0,1,5,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,83.75,0.6733333333333333,16.75
0,Female,0,0,0,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),91.35,6697.2,3.045,93.01666666666668
0,Female,0,1,1,57,Yes,Yes,DSL,Yes,No,Yes,True,Yes,Yes,Two year,1,Electronic check,84.5,4845.4,2.816666666666667,85.00701754385965
0,Female,0,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),115.5,8312.75,3.85,115.45486111111111
1,Male,1,0,0,1,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,94.0,94.0,3.1333333333333333,94.0
1,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,79.95,79.95,2.665,79.95
1,Female,0,0,0,8,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,99.65,820.5,3.3216666666666668,102.5625
1,Female,0,0,0,3,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,74.25,210.3,2.475,70.10000000000001
0,Male,0,0,1,47,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,1,Electronic check,55.3,2654.05,1.8433333333333333,56.46914893617021
0,Male,1,1,0,69,No,No phone service,DSL,No,No,Yes,False,No,No,One year,1,Credit card (automatic),29.8,2134.3,0.9933333333333334,30.93188405797102
0,Male,0,1,1,38,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,717.3,0.6533333333333334,18.876315789473683
0,Male,0,0,0,26,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,518.3,0.6966666666666667,19.934615384615384
0,Female,0,1,1,14,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,84.8,1203.9,2.8266666666666667,85.99285714285715
0,Male,0,0,0,11,Yes,No,DSL,No,Yes,No,False,Yes,No,One year,1,Electronic check,61.25,729.95,2.0416666666666665,66.35909090909091
1,Female,1,0,0,2,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Bank transfer (automatic),79.75,159.4,2.658333333333333,79.7
1,Male,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Mailed check,18.85,18.85,0.6283333333333334,18.85
0,Female,0,1,0,27,Yes,No,Fiber optic,Yes,No,No,True,Yes,Yes,One year,1,Credit card (automatic),101.9,2681.15,3.396666666666667,99.30185185185184
0,Male,0,0,0,8,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Mailed check,43.55,335.4,1.4516666666666669,41.925
0,Female,0,1,1,23,Yes,No,DSL,Yes,Yes,Yes,True,No,No,One year,1,Mailed check,66.25,1533.8,2.208333333333333,66.68695652173913
1,Female,0,0,0,13,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,100.35,1358.85,3.345,104.52692307692308
0,Female,0,1,0,60,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),110.8,6640.7,3.693333333333333,110.67833333333331
0,Female,0,1,1,6,Yes,No,DSL,No,No,No,False,Yes,No,Month-to-month,0,Electronic check,54.85,355.1,1.8283333333333331,59.18333333333334
0,Male,1,1,0,7,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,74.85,485.25,2.495,69.32142857142857
0,Male,0,0,1,66,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1673.8,0.8433333333333334,25.36060606060606
0,Male,0,1,0,72,Yes,Yes,DSL,No,Yes,Yes,True,Yes,Yes,Two year,0,Bank transfer (automatic),85.95,6151.9,2.865,85.44305555555555
0,Male,0,0,0,33,Yes,Yes,DSL,No,Yes,No,False,No,No,Month-to-month,1,Bank transfer (automatic),54.65,1665.2,1.8216666666666663,50.46060606060606
0,Male,0,1,0,23,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Credit card (automatic),19.3,486.2,0.6433333333333333,21.139130434782608
0,Female,0,1,1,59,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Credit card (automatic),90.3,5194.05,3.01,88.03474576271186
0,Male,0,0,0,4,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,1,Credit card (automatic),44.8,176.2,1.4933333333333332,44.05
0,Male,0,1,1,67,Yes,Yes,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,1,Bank transfer (automatic),89.55,6373.1,2.985,95.12089552238808
0,Female,0,0,0,4,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,116.95,0.8433333333333334,29.2375
0,Male,0,1,0,72,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),110.9,8240.85,3.6966666666666663,114.45625
0,Female,0,1,0,42,Yes,Yes,DSL,Yes,Yes,No,True,No,No,Month-to-month,1,Credit card (automatic),66.4,2727.8,2.2133333333333334,64.94761904761906
0,Female,1,0,0,26,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,78.8,2006.1,2.6266666666666665,77.1576923076923
0,Male,0,1,0,38,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,Yes,One year,1,Electronic check,110.7,4428.6,3.69,116.54210526315792
0,Male,0,1,0,24,Yes,Yes,DSL,Yes,No,No,True,No,No,One year,1,Electronic check,58.35,1346.9,1.945,56.12083333333334
0,Female,0,1,0,65,Yes,No,DSL,Yes,No,Yes,True,No,No,Two year,0,Credit card (automatic),58.9,3857.1,1.9633333333333332,59.34
0,Female,0,0,0,67,Yes,No,DSL,Yes,No,Yes,True,No,Yes,One year,1,Bank transfer (automatic),72.35,4991.5,2.411666666666666,74.5
1,Female,1,1,0,43,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,Yes,One year,1,Mailed check,109.55,4830.25,3.6516666666666655,112.3313953488372
0,Male,0,0,0,24,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,94.1,2322.85,3.1366666666666663,96.78541666666666
0,Female,0,0,0,64,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Bank transfer (automatic),24.4,1601.2,0.8133333333333332,25.01875
0,Female,0,0,1,40,Yes,No,DSL,Yes,No,No,True,Yes,No,Month-to-month,1,Credit card (automatic),64.1,2460.35,2.1366666666666663,61.50875
0,Male,0,0,0,15,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Mailed check,19.8,309.4,0.66,20.626666666666665
0,Male,0,0,1,71,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,24.35,1654.6,0.8116666666666668,23.304225352112677
0,Male,1,1,0,27,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.55,1943.9,2.3516666666666666,71.9962962962963
0,Male,0,0,0,4,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,73.05,0.69,18.2625
0,Female,0,0,0,12,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.1,223.6,0.67,18.633333333333333
1,Male,0,0,0,8,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,0,Bank transfer (automatic),84.5,662.65,2.816666666666667,82.83125
1,Female,1,1,0,33,Yes,Yes,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Bank transfer (automatic),80.6,2656.5,2.6866666666666665,80.5
0,Female,0,1,1,52,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.85,1070.5,0.6616666666666667,20.58653846153846
0,Female,0,1,0,60,Yes,No,DSL,Yes,Yes,No,True,No,No,Two year,0,Bank transfer (automatic),59.85,3483.45,1.995,58.0575
0,Male,1,1,0,33,No,No phone service,DSL,No,Yes,Yes,True,Yes,No,Month-to-month,1,Electronic check,50.0,1750.85,1.6666666666666667,53.056060606060605
0,Female,0,1,1,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Electronic check,19.25,19.25,0.6416666666666667,19.25
0,Male,0,0,0,6,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,0,Mailed check,50.05,288.35,1.6683333333333332,48.05833333333334
1,Female,0,1,0,54,Yes,Yes,DSL,No,No,No,False,Yes,Yes,One year,1,Credit card (automatic),70.15,3715.65,2.3383333333333334,68.80833333333334
1,Female,1,1,0,24,No,No phone service,DSL,No,No,Yes,False,No,Yes,Month-to-month,1,Credit card (automatic),40.65,933.3,1.355,38.8875
0,Female,0,1,1,35,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,19.85,739.35,0.6616666666666667,21.124285714285715
0,Female,0,1,0,72,Yes,Yes,DSL,Yes,Yes,Yes,False,Yes,Yes,Two year,1,Credit card (automatic),82.65,5919.35,2.7550000000000003,82.21319444444445
0,Male,0,0,0,43,Yes,No,Fiber optic,Yes,Yes,Yes,True,No,No,One year,1,Credit card (automatic),90.65,3882.3,3.021666666666667,90.28604651162792
0,Male,0,0,0,43,No,No phone service,DSL,No,No,Yes,True,No,Yes,One year,0,Electronic check,44.15,1931.3,1.471666666666667,44.913953488372094
0,Female,0,1,1,5,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Credit card (automatic),69.95,320.4,2.3316666666666666,64.08
0,Female,1,0,0,44,Yes,No,Fiber optic,No,Yes,Yes,False,No,Yes,One year,0,Credit card (automatic),89.15,3990.75,2.9716666666666667,90.69886363636364
1,Male,1,1,0,12,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,80.45,950.2,2.681666666666666,79.18333333333334
0,Male,0,0,1,53,Yes,No,Fiber optic,Yes,Yes,Yes,False,No,Yes,One year,0,Electronic check,95.95,5036.9,3.1983333333333333,95.03584905660377
0,Female,0,0,0,23,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,470.2,0.65,20.443478260869565
0,Female,0,0,0,62,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,One year,1,Bank transfer (automatic),94.0,5757.2,3.1333333333333333,92.85806451612903
0,Male,0,0,1,27,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,20.6,581.85,0.6866666666666668,21.55
0,Female,0,0,0,15,Yes,Yes,DSL,No,No,No,False,No,No,Month-to-month,0,Mailed check,48.85,631.4,1.6283333333333334,42.09333333333333
0,Female,0,0,0,69,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),24.6,1678.05,0.8200000000000001,24.319565217391304
0,Male,0,0,0,3,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,0,Credit card (automatic),74.45,221.1,2.481666666666667,73.7
1,Female,0,1,1,1,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,74.7,74.7,2.49,74.7
0,Female,0,0,0,70,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,One year,0,Electronic check,98.9,6838.6,3.296666666666667,97.69428571428573
0,Female,1,0,0,15,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,91.5,1400.3,3.05,93.35333333333332
0,Female,0,1,1,67,Yes,Yes,Fiber optic,Yes,No,Yes,True,No,Yes,One year,1,Bank transfer (automatic),100.25,6689.0,3.341666666666667,99.8358208955224
0,Female,0,0,0,64,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),110.5,7069.25,3.683333333333333,110.45703125
0,Female,0,1,1,45,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,Yes,Month-to-month,1,Electronic check,105.15,4730.9,3.5050000000000003,105.1311111111111
1,Female,0,0,0,4,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.15,268.35,2.3383333333333334,67.0875
0,Female,0,0,0,40,No,No phone service,DSL,Yes,No,No,True,Yes,Yes,One year,1,Bank transfer (automatic),54.55,2236.2,1.8183333333333327,55.905
1,Female,0,0,1,48,Yes,No,Fiber optic,No,Yes,Yes,True,Yes,No,Two year,1,Mailed check,95.5,4627.85,3.183333333333333,96.41354166666667
1,Male,0,0,0,40,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,0,Bank transfer (automatic),104.8,4131.95,3.493333333333333,103.29875
1,Female,0,0,0,18,Yes,Yes,Fiber optic,No,No,No,True,Yes,No,Month-to-month,1,Electronic check,88.35,1639.3,2.945,91.07222222222222
0,Female,0,1,1,8,Yes,Yes,DSL,No,Yes,No,False,No,No,Month-to-month,0,Electronic check,55.75,446.8,1.8583333333333332,55.85
0,Female,0,1,1,70,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),89.0,6293.2,2.966666666666667,89.90285714285714
0,Female,0,1,1,38,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,19.95,756.4,0.6649999999999999,19.905263157894737
0,Female,0,1,1,51,Yes,Yes,Fiber optic,No,No,Yes,False,No,Yes,One year,1,Electronic check,90.15,4554.85,3.0050000000000003,89.31078431372549
1,Female,0,0,0,15,Yes,No,Fiber optic,Yes,Yes,No,False,Yes,Yes,Month-to-month,1,Credit card (automatic),99.1,1426.4,3.303333333333333,95.09333333333332
0,Male,0,1,1,9,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.6,197.4,0.6533333333333334,21.933333333333334
0,Female,0,0,0,2,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),18.75,53.15,0.625,26.575
1,Female,0,0,1,4,Yes,Yes,Fiber optic,No,No,Yes,True,No,No,Month-to-month,1,Mailed check,87.1,341.45,2.9033333333333333,85.3625
0,Male,0,1,1,72,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,1790.8,0.8366666666666667,24.87222222222222
0,Female,0,0,0,48,Yes,No,Fiber optic,Yes,No,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),102.5,4904.25,3.4166666666666665,102.171875
0,Male,0,0,0,17,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.8,1207.0,2.36,71.0
0,Male,0,1,0,71,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),86.1,6045.9,2.87,85.15352112676055
1,Male,0,0,0,14,Yes,Yes,Fiber optic,No,No,No,True,Yes,No,Month-to-month,1,Electronic check,89.95,1178.4,2.998333333333333,84.17142857142858
0,Male,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.1,19.1,0.6366666666666667,19.1
0,Female,0,0,0,11,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Credit card (automatic),20.05,237.7,0.6683333333333333,21.60909090909091
0,Male,0,1,1,72,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),65.25,4478.85,2.175,62.20625
1,Male,0,1,0,1,Yes,No,Fiber optic,No,No,Yes,False,No,No,Month-to-month,0,Electronic check,76.2,76.2,2.54,76.2
1,Female,0,1,1,36,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,1,Bank transfer (automatic),97.35,3457.9,3.245,96.05277777777778
0,Male,0,1,1,27,Yes,Yes,Fiber optic,No,Yes,No,True,No,No,Month-to-month,1,Credit card (automatic),85.2,2151.6,2.8400000000000003,79.68888888888888
0,Female,0,1,0,50,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,943.1,0.6616666666666667,18.862
1,Male,0,1,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Credit card (automatic),44.7,44.7,1.49,44.7
0,Male,0,0,0,35,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,0,Electronic check,83.15,2848.45,2.771666666666667,81.38428571428571
1,Male,0,0,0,7,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,86.8,620.35,2.893333333333333,88.62142857142858
0,Female,0,1,0,53,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Credit card (automatic),19.05,990.45,0.635,18.687735849056605
0,Female,0,1,0,72,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Mailed check,85.1,6155.4,2.8366666666666664,85.49166666666666
1,Male,0,0,0,4,Yes,Yes,DSL,No,No,No,False,No,No,Month-to-month,0,Mailed check,50.4,206.6,1.68,51.65
1,Male,0,1,0,32,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,1,Electronic check,78.9,2447.95,2.6300000000000003,76.4984375
0,Female,0,0,0,25,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.05,461.3,0.635,18.452
0,Male,0,1,0,37,Yes,No,Fiber optic,No,No,Yes,True,No,Yes,Month-to-month,1,Electronic check,90.35,3419.3,3.0116666666666663,92.41351351351352
0,Male,0,1,1,26,Yes,Yes,DSL,No,No,Yes,True,Yes,Yes,One year,1,Credit card (automatic),82.0,2083.1,2.7333333333333334,80.11923076923077
0,Male,0,1,1,35,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),89.65,3161.6,2.9883333333333337,90.33142857142856
0,Male,1,1,0,71,Yes,No,DSL,Yes,Yes,No,True,Yes,No,One year,1,Bank transfer (automatic),71.0,5012.1,2.3666666666666667,70.59295774647887
0,Female,0,0,0,28,Yes,Yes,DSL,Yes,No,Yes,False,No,No,One year,0,Mailed check,59.0,1654.45,1.9666666666666663,59.0875
1,Female,0,0,0,15,Yes,No,DSL,No,No,Yes,False,No,Yes,Month-to-month,1,Electronic check,59.45,892.65,1.981666666666667,59.51
0,Male,0,1,0,71,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,One year,1,Bank transfer (automatic),113.15,7953.25,3.771666666666667,112.01760563380282
0,Male,0,1,1,70,Yes,No,DSL,Yes,Yes,Yes,False,Yes,Yes,Two year,1,Credit card (automatic),80.15,5600.15,2.671666666666667,80.00214285714286
0,Female,0,1,0,71,Yes,No,DSL,No,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),80.7,5705.05,2.69,80.35281690140846
0,Male,0,0,0,62,Yes,Yes,Fiber optic,Yes,Yes,No,False,No,Yes,One year,1,Bank transfer (automatic),92.3,5731.45,3.0766666666666667,92.44274193548388
0,Male,1,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Month-to-month,1,Credit card (automatic),112.9,8061.5,3.7633333333333336,111.96527777777776
0,Female,0,0,1,14,Yes,No,DSL,No,No,Yes,False,Yes,No,Month-to-month,1,Credit card (automatic),59.8,824.85,1.9933333333333327,58.91785714285714
0,Female,0,1,1,70,Yes,No,DSL,Yes,No,No,True,Yes,Yes,Two year,0,Credit card (automatic),75.35,5437.75,2.5116666666666663,77.68214285714286
0,Male,0,0,1,9,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,20.1,190.25,0.67,21.13888888888889
0,Female,0,1,1,72,Yes,Yes,DSL,Yes,Yes,Yes,True,No,Yes,Two year,1,Bank transfer (automatic),79.5,5661.7,2.65,78.63472222222222
0,Female,0,1,0,63,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),109.25,6841.4,3.6416666666666666,108.59365079365078
1,Female,1,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,71.15,71.15,2.371666666666667,71.15
0,Female,0,1,1,70,Yes,Yes,DSL,Yes,Yes,No,False,Yes,No,Two year,1,Credit card (automatic),69.2,4872.35,2.306666666666666,69.605
0,Female,0,1,1,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Credit card (automatic),89.75,6595.9,2.9916666666666667,91.60972222222222
0,Male,1,1,0,8,Yes,No,DSL,Yes,No,No,False,Yes,No,Month-to-month,0,Bank transfer (automatic),60.9,551.95,2.03,68.99375
1,Female,1,0,0,42,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,84.65,3541.35,2.8216666666666668,84.31785714285714
1,Female,0,0,0,18,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,1,Credit card (automatic),90.0,1527.35,3.0,84.85277777777777
0,Male,0,1,0,66,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,One year,0,Electronic check,95.3,6273.4,3.1766666666666667,95.05151515151516
