cliente.id,cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
7537-RBWEA,False,Female,0,False,False,1,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,True,Mailed check,25.15,25.15,0.8383333333333333,25.15
7538-GWHML,True,Female,0,False,False,2,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Electronic check,69.65,145.15,2.3216666666666668,72.575
7541-YLXCL,True,Male,0,False,False,36,Yes,No,DSL,No,Yes,No,True,No,Yes,One year,True,Mailed check,65.4,2498.4,2.18,69.4
7542-CYDDM,False,Male,0,False,False,18,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,358.5,0.6683333333333333,19.916666666666668
7544-ZVIKX,False,Male,0,True,True,58,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,One year,True,Bank transfer (automatic),105.05,6004.85,3.5016666666666665,103.53189655172415
7547-EKNFS,True,Male,0,True,False,42,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,True,Bank transfer (automatic),95.25,3959.35,3.175,94.2702380952381
7548-SEPYI,True,Female,0,False,False,5,Yes,No,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,96.25,512.45,3.2083333333333335,102.49000000000001
7549-MYGPK,True,Female,0,True,True,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,No,Month-to-month,True,Electronic check,100.55,6215.35,3.3516666666666666,98.65634920634922
7550-WIQVA,False,Male,0,True,True,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,One year,True,Electronic check,108.25,5431.4,3.6083333333333334,108.62799999999999
7551-DACSP,True,Male,0,True,True,6,Yes,No,DSL,No,Yes,Yes,False,No,No,Month-to-month,True,Mailed check,55.3,324.25,1.8433333333333333,54.041666666666664
7551-JOHTI,True,Female,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.5,19.5,0.65,19.5
7552-KEYGT,False,Male,0,True,False,27,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.55,520.55,0.6516666666666667,19.27962962962963
7554-AKDQF,False,Female,0,True,False,6,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Mailed check,45.65,323.45,1.5216666666666667,53.90833333333333
7554-NEWDD,False,Male,0,False,False,10,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.7,251.6,0.8566666666666667,25.16
7558-IMLMT,False,Male,0,True,True,67,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Mailed check,20.8,1411.9,0.6933333333333334,21.07313432835821
7560-QJAVJ,False,Female,0,False,False,70,Yes,No,DSL,Yes,No,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),79.6,5589.45,2.6533333333333333,79.84928571428571
7560-QRBXH,False,Female,0,False,True,48,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,19.95,936.7,0.6649999999999999,19.514583333333334
7562-GSUHK,True,Female,0,False,False,16,Yes,No,Fiber optic,No,Yes,Yes,False,No,Yes,Month-to-month,True,Credit card (automatic),93.2,1573.7,3.106666666666667,98.35625
7562-UXTPG,False,Female,0,False,False,13,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Mailed check,70.15,886.7,2.3383333333333334,68.20769230769231
7563-BIUPC,True,Male,0,False,False,5,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,80.6,415.55,2.6866666666666665,83.11
7564-GHCVB,False,Female,0,True,True,72,Yes,Yes,Fiber optic,Yes,No,No,False,No,No,Two year,False,Bank transfer (automatic),79.05,5730.7,2.635,79.59305555555555
7566-DSRLQ,False,Female,0,True,False,72,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,True,Electronic check,110.15,7998.8,3.671666666666667,111.09444444444445
7567-ECMCM,False,Male,0,False,False,24,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Credit card (automatic),79.85,2001.0,2.6616666666666666,83.375
7568-PODML,True,Male,0,False,False,1,No,No phone service,DSL,No,No,No,False,Yes,Yes,Month-to-month,True,Mailed check,45.3,45.3,1.51,45.3
7569-NMZYQ,False,Female,0,True,True,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),118.75,8672.45,3.9583333333333335,120.45069444444445
7570-WELNY,False,Female,0,True,False,68,Yes,Yes,Fiber optic,Yes,Yes,No,False,No,No,Two year,True,Bank transfer (automatic),84.7,5711.05,2.8233333333333333,83.9860294117647
7571-YXDAD,True,Female,0,False,False,2,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Credit card (automatic),74.9,147.15,2.496666666666667,73.575
7572-KPVKK,False,Male,0,False,True,62,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Two year,True,Electronic check,104.05,6590.5,3.4683333333333333,106.29838709677419
7576-ASEJU,False,Female,0,True,True,41,Yes,No,DSL,Yes,No,No,True,Yes,Yes,One year,True,Credit card (automatic),74.7,3187.65,2.49,77.74756097560976
7576-JMYWV,False,Female,1,True,True,46,Yes,Yes,Fiber optic,Yes,Yes,No,True,Yes,Yes,Month-to-month,True,Electronic check,110.2,4972.1,3.6733333333333333,108.08913043478262
7576-OYWBN,True,Male,1,False,False,3,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,76.05,231.8,2.5349999999999997,77.26666666666667
7577-SWIFR,False,Male,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,89.25,89.25,2.975,89.25
7579-KKLOE,False,Male,0,True,True,71,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Mailed check,91.25,6589.6,3.0416666666666665,92.8112676056338
7579-OOPEC,True,Female,1,True,False,2,Yes,No,DSL,No,Yes,No,False,No,No,Month-to-month,False,Credit card (automatic),50.15,115.1,1.6716666666666666,57.55
7580-UGXNC,True,Female,1,False,False,2,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,False,Mailed check,54.85,104.2,1.8283333333333334,52.1
7581-EBBOU,False,Female,0,False,False,60,Yes,No,DSL,No,Yes,Yes,True,Yes,No,One year,True,Credit card (automatic),70.15,4224.7,2.3383333333333334,70.41166666666666
7586-ZATGZ,False,Male,0,False,False,40,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,84.9,3369.05,2.83,84.22625000000001
7587-AOVVU,False,Male,0,True,True,27,Yes,Yes,Fiber optic,Yes,Yes,No,True,Yes,No,Month-to-month,False,Electronic check,100.75,2793.55,3.3583333333333334,103.46481481481482
7587-RZNME,True,Male,0,False,False,3,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Electronic check,43.3,123.65,1.4433333333333331,41.21666666666667
7590-VHVEG,False,Female,0,True,False,1,No,No phone service,DSL,No,Yes,No,False,No,No,Month-to-month,True,Electronic check,29.85,29.85,0.995,29.85
7593-JNWRU,True,Male,0,True,True,6,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Bank transfer (automatic),44.6,260.8,1.4866666666666668,43.46666666666667
7593-XFKDI,True,Male,0,False,False,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Mailed check,46.3,46.3,1.5433333333333332,46.3
7594-LZNWR,False,Male,1,False,False,34,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Credit card (automatic),69.15,2275.1,2.305,66.91470588235293
7594-RQHXR,True,Female,0,False,True,1,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,79.6,79.6,2.6533333333333333,79.6
7595-EHCDL,False,Male,0,True,True,32,No,No phone service,DSL,No,No,Yes,False,Yes,Yes,Month-to-month,False,Credit card (automatic),50.6,1653.45,1.6866666666666668,51.6703125
7595-EUIVN,True,Female,0,False,False,1,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,False,Electronic check,75.8,75.8,2.5266666666666664,75.8
7596-IIWYC,False,Female,0,False,False,27,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.25,538.2,0.675,19.933333333333334
7596-LDUXP,False,Female,0,False,False,12,Yes,No,Fiber optic,Yes,No,No,False,Yes,No,One year,True,Credit card (automatic),85.15,979.05,2.8383333333333334,81.58749999999999
7596-ZYWBB,False,Female,0,False,False,65,Yes,No,DSL,Yes,Yes,No,True,No,No,Two year,True,Mailed check,59.6,3739.8,1.9866666666666668,57.535384615384615
7598-UAASY,True,Male,0,True,False,2,Yes,No,Fiber optic,No,No,Yes,False,No,No,Month-to-month,False,Electronic check,76.4,151.8,2.546666666666667,75.9
7599-FKVXZ,True,Male,0,True,False,42,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,True,Bank transfer (automatic),106.15,4512.7,3.5383333333333336,107.4452380952381
7599-NTMDP,False,Female,0,True,True,62,No,No phone service,DSL,Yes,Yes,No,True,Yes,No,Two year,False,Bank transfer (automatic),48.7,3008.55,1.6233333333333335,48.525000000000006
7601-DHFWZ,False,Female,0,False,False,48,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),24.0,1183.05,0.8,24.646874999999998
7601-GNDYK,False,Male,0,True,True,35,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,19.6,686.95,0.6533333333333334,19.627142857142857
7601-WFVZV,False,Male,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.55,19.55,0.6516666666666667,19.55
7602-DBTOU,False,Female,0,True,False,71,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,19.6,1416.5,0.6533333333333334,19.950704225352112
7602-MVRMB,False,Female,0,True,True,72,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),110.45,8058.85,3.6816666666666666,111.92847222222223
7603-USHJS,True,Male,0,False,True,12,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Credit card (automatic),73.75,871.4,2.4583333333333335,72.61666666666666
7605-BDWDC,False,Female,0,False,False,31,No,No phone service,DSL,Yes,Yes,No,True,No,Yes,Two year,True,Bank transfer (automatic),49.85,1520.1,1.6616666666666666,49.03548387096774
7605-SNLQG,False,Female,0,True,False,45,Yes,No,DSL,No,No,Yes,False,No,No,Month-to-month,True,Credit card (automatic),50.25,2221.55,1.675,49.36777777777778
7606-BPHHN,False,Male,0,False,False,72,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Credit card (automatic),19.8,1468.75,0.66,20.399305555555557
7607-QKKTJ,False,Male,0,True,True,45,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,One year,True,Credit card (automatic),95.0,4368.85,3.1666666666666665,97.08555555555556
7608-RGIRO,False,Male,0,False,True,62,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Mailed check,24.4,1413.0,0.8133333333333332,22.79032258064516
7609-NRNCA,False,Female,0,False,False,17,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,19.55,280.85,0.6516666666666667,16.52058823529412
7609-YBPXG,False,Male,0,False,False,54,Yes,Yes,DSL,Yes,No,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),87.1,4735.2,2.9033333333333333,87.68888888888888
7610-TVOPG,False,Male,0,False,False,15,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Electronic check,26.35,378.6,0.8783333333333334,25.240000000000002
7611-YKYTC,False,Male,0,True,True,22,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,False,Bank transfer (automatic),75.0,1573.95,2.5,71.54318181818182
7613-LLQFO,True,Male,0,False,False,12,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,84.45,1059.55,2.815,88.29583333333333
7614-QVWQL,True,Male,0,True,True,49,No,No phone service,DSL,No,Yes,No,False,Yes,Yes,One year,True,Bank transfer (automatic),51.8,2541.25,1.7266666666666666,51.86224489795919
7615-ESMYF,True,Female,0,True,False,2,No,No phone service,DSL,No,No,No,False,Yes,Yes,Month-to-month,False,Electronic check,44.6,97.1,1.4866666666666668,48.55
7617-EYGLW,False,Male,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Electronic check,19.45,19.45,0.6483333333333333,19.45
7619-ODSGN,True,Male,0,True,True,24,Yes,Yes,DSL,Yes,No,No,False,No,No,Month-to-month,False,Electronic check,54.75,1338.15,1.825,55.75625
7619-PLRLP,False,Female,0,True,False,53,Yes,Yes,DSL,Yes,Yes,Yes,False,No,Yes,One year,False,Bank transfer (automatic),74.1,3833.95,2.4699999999999998,72.33867924528302
7621-VPNET,False,Female,0,True,False,42,Yes,Yes,Fiber optic,No,No,Yes,True,No,No,Month-to-month,True,Credit card (automatic),85.9,3729.75,2.8633333333333337,88.80357142857143
7622-FWGEW,False,Male,1,True,False,56,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),85.65,4824.45,2.855,86.15089285714285
7622-NXQZR,False,Male,0,False,False,28,No,No phone service,DSL,No,No,No,True,No,No,Month-to-month,True,Credit card (automatic),30.1,810.85,1.0033333333333334,28.958928571428572
7623-HKYRK,False,Male,0,False,True,6,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.7,111.65,0.6566666666666666,18.608333333333334
7623-TRNQN,True,Male,0,False,True,1,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,True,Mailed check,49.9,49.9,1.6633333333333333,49.9
7625-XCQRH,True,Female,0,False,False,11,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,76.5,837.95,2.55,76.17727272727274
7627-JKIAZ,True,Female,0,True,False,37,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,True,Credit card (automatic),78.95,2839.65,2.631666666666667,76.7472972972973
7629-WFGLW,False,Female,1,True,False,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,No,No,One year,False,Electronic check,95.65,5471.75,3.1883333333333335,97.70982142857143
7629-WIXZF,False,Female,0,False,False,7,Yes,No,DSL,Yes,No,No,False,No,Yes,One year,True,Electronic check,59.1,369.25,1.97,52.75
7632-MNYOY,True,Male,1,False,False,66,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,One year,False,Credit card (automatic),110.9,7432.05,3.6966666666666668,112.60681818181818
7632-YUTXB,False,Female,0,True,True,25,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,20.05,520.1,0.6683333333333333,20.804000000000002
7633-MVPUY,False,Male,0,True,False,57,Yes,No,DSL,Yes,Yes,No,True,No,No,Two year,True,Electronic check,59.75,3450.15,1.9916666666666667,60.52894736842106
7634-HLQJR,False,Female,0,True,True,47,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),20.05,1016.7,0.6683333333333333,21.631914893617022
7634-WSWDB,False,Female,0,False,True,8,No,No phone service,DSL,Yes,No,No,False,No,Yes,Month-to-month,True,Electronic check,38.5,330.8,1.2833333333333334,41.35
7636-OWBPG,False,Male,1,False,False,12,No,No phone service,DSL,No,Yes,No,False,No,No,Month-to-month,True,Credit card (automatic),29.35,381.2,0.9783333333333334,31.766666666666666
7636-PEPNS,False,Female,0,True,True,58,Yes,No,DSL,No,No,No,False,No,No,One year,True,Mailed check,44.1,2413.05,1.47,41.60431034482759
7636-XUHWW,False,Male,0,False,False,2,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Credit card (automatic),19.9,33.7,0.6633333333333333,16.85
7638-QVMVY,True,Female,0,False,False,7,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,79.0,522.95,2.6333333333333333,74.70714285714287
7639-LIAYI,False,Male,0,False,False,52,Yes,Yes,DSL,Yes,No,No,True,Yes,Yes,Two year,True,Credit card (automatic),79.75,4217.8,2.658333333333333,81.11153846153846
7639-OPLNG,False,Male,0,True,True,70,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,No,Two year,True,Bank transfer (automatic),79.25,5731.85,2.6416666666666666,81.88357142857143
7639-SUPCW,True,Female,0,False,False,22,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,True,Credit card (automatic),48.8,1054.6,1.6266666666666665,47.93636363636363
7641-EUYET,True,Male,1,True,True,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,No,Month-to-month,True,Electronic check,100.7,4541.2,3.356666666666667,98.72173913043478
7641-TQFHN,False,Male,0,False,True,39,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,Two year,False,Mailed check,100.55,3895.35,3.3516666666666666,99.88076923076923
7643-RCHXS,False,Female,0,True,True,63,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Electronic check,19.35,1263.85,0.645,20.06111111111111
7644-OMVMY,False,Male,0,True,True,0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,19.85,,0.6616666666666667,
7647-GYYKX,False,Female,0,True,True,54,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.35,1092.35,0.6783333333333333,20.2287037037037
7649-PHJVR,False,Male,0,False,False,11,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,19.5,226.8,0.65,20.61818181818182
7649-SIJJF,False,Male,0,True,False,71,Yes,Yes,DSL,Yes,Yes,Yes,True,No,Yes,Two year,True,Mailed check,80.1,5585.4,2.67,78.66760563380281
7654-YWJUF,False,Male,0,True,False,43,Yes,No,Fiber optic,Yes,No,Yes,True,No,No,One year,True,Bank transfer (automatic),84.25,3539.25,2.808333333333333,82.30813953488372
7657-DYEPJ,True,Male,1,False,False,38,Yes,No,DSL,No,Yes,Yes,True,Yes,No,One year,True,Credit card (automatic),70.15,2497.35,2.3383333333333334,65.71973684210526
7658-UYUQS,False,Male,1,True,False,21,Yes,No,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,False,Bank transfer (automatic),86.55,1857.25,2.885,88.44047619047619
7660-HDPJV,True,Female,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,69.2,69.2,2.3066666666666666,69.2
7661-CPURM,False,Male,0,False,False,19,Yes,No,Fiber optic,No,No,No,True,No,Yes,One year,True,Credit card (automatic),87.7,1725.95,2.9233333333333333,90.83947368421053
7663-CUXZB,False,Male,0,True,False,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Electronic check,113.75,6561.25,3.7916666666666665,111.20762711864407
7663-RGWBC,True,Male,0,False,False,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Mailed check,44.15,44.15,1.4716666666666667,44.15
7663-YJHSN,False,Female,0,True,False,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,No,Two year,True,Bank transfer (automatic),103.95,7556.9,3.4650000000000003,104.95694444444445
7663-ZTEGJ,False,Male,0,False,True,29,Yes,Yes,Fiber optic,No,Yes,Yes,True,No,Yes,One year,False,Credit card (automatic),100.55,2830.45,3.3516666666666666,97.60172413793103
7665-NKLAV,False,Female,0,True,True,36,No,No phone service,DSL,Yes,No,Yes,True,No,No,Two year,False,Credit card (automatic),40.65,1547.35,1.355,42.981944444444444
7665-TOALD,True,Female,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,69.6,69.6,2.32,69.6
7665-VIGUD,False,Male,0,False,False,10,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,20.35,176.3,0.6783333333333333,17.630000000000003
7666-WKRON,True,Female,0,False,False,39,Yes,No,Fiber optic,No,No,Yes,True,No,No,Two year,True,Electronic check,80.45,3201.55,2.6816666666666666,82.09102564102565
7668-XCFYV,False,Female,1,True,False,17,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,92.55,1614.7,3.085,94.98235294117647
7669-LCRSD,False,Male,0,True,True,12,Yes,No,DSL,No,No,No,False,Yes,No,Month-to-month,True,Mailed check,56.3,628.65,1.8766666666666665,52.387499999999996
7670-ZBPOQ,False,Female,0,True,False,58,Yes,Yes,DSL,Yes,No,No,True,No,No,One year,True,Bank transfer (automatic),61.05,3478.75,2.0349999999999997,59.97844827586207
7672-VFMXZ,False,Male,0,True,False,57,Yes,No,DSL,Yes,No,No,True,No,No,Month-to-month,False,Electronic check,55.7,3171.6,1.8566666666666667,55.642105263157895
7673-BQGKU,False,Female,0,True,True,69,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.15,1337.5,0.6716666666666666,19.384057971014492
7673-LPRNY,False,Female,0,False,False,23,Yes,Yes,DSL,Yes,No,Yes,False,Yes,Yes,One year,True,Electronic check,78.55,1843.05,2.618333333333333,80.13260869565217
7674-YTAFD,False,Female,0,False,False,33,Yes,No,Fiber optic,No,Yes,No,True,No,No,One year,True,Bank transfer (automatic),79.95,2684.85,2.665,81.35909090909091
7675-OZCZG,True,Female,1,False,False,3,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Electronic check,45.0,127.1,1.5,42.36666666666667
7677-SJJJK,False,Male,0,True,True,8,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Credit card (automatic),19.9,153.95,0.6633333333333333,19.24375
7682-AZNDK,False,Male,0,True,True,34,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,True,Electronic check,89.85,3091.75,2.9949999999999997,90.93382352941177
7683-CBDKJ,True,Male,0,True,True,14,Yes,No,DSL,Yes,Yes,No,False,Yes,No,Month-to-month,True,Electronic check,65.45,937.6,2.1816666666666666,66.97142857142858
7684-XSZIY,False,Male,0,True,True,72,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.3,1643.25,0.81,22.822916666666668
7688-AWMDX,False,Male,0,True,False,71,Yes,No,DSL,Yes,No,No,True,No,No,Two year,False,Bank transfer (automatic),54.5,3778.2,1.8166666666666667,53.21408450704225
7690-KPNCU,False,Male,0,True,True,64,Yes,No,DSL,Yes,No,Yes,False,Yes,Yes,One year,True,Credit card (automatic),73.05,4688.65,2.435,73.26015625
7691-KGKGP,False,Male,0,True,True,53,Yes,No,DSL,No,Yes,No,True,Yes,No,Month-to-month,False,Credit card (automatic),65.0,3363.8,2.1666666666666665,63.46792452830189
7691-XVTZH,False,Female,0,True,False,68,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,Two year,True,Bank transfer (automatic),89.95,5974.3,2.9983333333333335,87.85735294117647
7693-LCKZL,True,Male,0,True,True,5,Yes,Yes,Fiber optic,No,Yes,No,False,No,No,Month-to-month,True,Electronic check,80.15,385.0,2.671666666666667,77.0
7693-QPEFS,False,Male,1,False,False,52,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Bank transfer (automatic),72.95,3829.75,2.4316666666666666,73.64903846153847
7694-VLBWQ,True,Male,0,True,False,67,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,False,Electronic check,104.1,7040.85,3.4699999999999998,105.08731343283583
7695-PKLCZ,False,Female,0,False,False,68,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),20.5,1424.9,0.6833333333333333,20.954411764705885
7696-AMHOD,False,Female,0,True,True,49,Yes,No,DSL,No,Yes,Yes,False,Yes,Yes,One year,False,Credit card (automatic),78.0,3824.2,2.6,78.04489795918367
7696-CFTAT,False,Male,0,True,True,37,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.8,726.1,0.66,19.624324324324323
7698-YFGEZ,False,Male,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,20.0,0.6666666666666666,20.0
7703-ZEKEF,True,Male,0,False,False,23,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,True,Electronic check,81.0,1917.1,2.7,83.35217391304347
7706-DZNKK,False,Male,0,False,False,11,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.45,237.3,0.6816666666666666,21.572727272727274
7706-YLMQA,False,Female,0,False,False,70,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Bank transfer (automatic),19.7,1341.5,0.6566666666666666,19.164285714285715
7707-PYBBH,False,Male,0,False,False,40,Yes,No,DSL,Yes,Yes,No,True,No,No,Month-to-month,True,Mailed check,61.9,2647.1,2.0633333333333335,66.1775
7710-JSYOA,False,Female,0,True,True,69,Yes,Yes,Fiber optic,No,Yes,No,True,No,Yes,Two year,True,Bank transfer (automatic),93.3,6398.05,3.11,92.72536231884058
7711-GQBZC,False,Female,0,True,True,71,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.7,1810.55,0.8233333333333334,25.500704225352113
7711-YIJWC,False,Male,0,True,True,61,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,One year,False,Bank transfer (automatic),84.9,5264.5,2.83,86.30327868852459
7714-YXSMB,False,Female,0,False,False,26,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,True,Bank transfer (automatic),100.5,2599.95,3.35,99.99807692307692
7716-YTYHG,True,Female,0,True,True,48,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,One year,True,Mailed check,82.05,4029.95,2.735,83.95729166666666
7717-BICXI,False,Male,0,True,True,60,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,20.55,1205.05,0.685,20.084166666666665
7718-RXDGG,False,Male,0,True,False,15,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Bank transfer (automatic),68.6,1108.6,2.2866666666666666,73.90666666666667
7718-UPSKJ,False,Female,0,True,False,69,Yes,No,Fiber optic,Yes,Yes,No,True,Yes,Yes,One year,True,Credit card (automatic),106.4,7251.9,3.546666666666667,105.1
7721-DVEKZ,False,Female,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.65,19.65,0.6549999999999999,19.65
7721-JXEAW,True,Male,0,True,False,59,No,No phone service,DSL,No,Yes,No,False,No,Yes,Month-to-month,True,Bank transfer (automatic),41.05,2452.7,1.3683333333333332,41.57118644067796
